ID,NAME,DATE,Regions,Crop_Type,LATITUDE,LONGITUDE,ELEVATION,PRCP_In,TAVG_F,TMAX_F,TMIN_F,Max_WS_Mph,Avg_WS_Mph,TSR_MJ/MM,Avg_TSR_MJ/MM,Max_RH_Prct,Min_RH_Prct,Avg_DewP_F,Total_Eva_In,Avg_Tot_Evap_in,Avg_4inST_F,Avg_8inST_F,HTDD Heating degree days,CLDD cooling degree day,Nrate_lbac,Nrate_kgha,Yield_buac,Yield_Mgha
90,DE KALB,2004,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,225,252,209.65,13.15155154
91,DE KALB,2005,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,0,0,114.06,7.15484366
92,DE KALB,2005,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,45,50.4,140.6,8.819614707
93,DE KALB,2005,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,90,100.8,156.9,9.842153986
94,DE KALB,2005,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,135,151.2,181.33,11.37503187
95,DE KALB,2005,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,180,201.6,191.12,11.98876171
96,DE KALB,2005,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,225,252,187.35,11.75219095
97,DE KALB,2006,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,0,0,124.83,7.830292063
98,DE KALB,2006,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,45,50.4,177.25,11.11860698
99,DE KALB,2006,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,90,100.8,193.9,12.16337778
100,DE KALB,2006,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,135,151.2,201.77,12.6569073
101,DE KALB,2006,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,180,201.6,202.21,12.68435175
102,DE KALB,2006,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,225,252,206.31,12.9415454
103,DE KALB,2007,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,0,0,130.42,8.181533905
104,DE KALB,2007,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,45,50.4,167.74,10.52234114
105,DE KALB,2007,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,90,100.8,182.94,11.47585524
106,DE KALB,2007,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,135,151.2,195.76,12.28008724
107,DE KALB,2007,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,180,201.6,197.25,12.37363359
108,DE KALB,2007,Nothern/Central Illinois,Corn_Soybean,41.93417,-88.77556,267.6,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,225,252,198.76,12.46838749
109,DS  bottomland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,0,0,130,8.154920635
110,DS  bottomland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,45,50.4,141.2,8.857498413
111,DS  bottomland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,90,100.8,166.5,10.44457143
112,DS  bottomland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,135,151.2,176.9,11.09696508
113,DS  bottomland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,180,201.6,165.9,10.40693333
114,DS  bottomland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,225,252,154.8,9.710628571
115,DS  bottomland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,0,0,91.97,5.769292698
116,DS  bottomland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,45,50.4,99.07,6.214676825
117,DS  bottomland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,90,100.8,123.33,7.736510476
118,DS  bottomland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,135,151.2,122.04,7.655588571
119,DS  bottomland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,180,201.6,129.91,8.149274921
120,DS  bottomland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,225,252,140.38,8.806059683
121,DS  bottomland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,0,0,128.44,8.05680339
122,DS  bottomland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,45,50.4,145.36,9.118415851
123,DS  bottomland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,90,100.8,170.17,10.67448041
124,DS  bottomland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,135,151.2,173.76,10.89993693
125,DS  bottomland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,180,201.6,178.28,11.18324784
126,DS  bottomland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,225,252,164.42,10.31426376
127,DS  bottomland,2002,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,0,0,88.03,5.522350034
128,DS  bottomland,2002,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,45,50.4,101.78,6.384971203
129,DS  bottomland,2002,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,90,100.8,124.65,7.819007598
130,DS  bottomland,2002,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,135,151.2,145.91,9.152904955
131,DS  bottomland,2002,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,180,201.6,118.93,7.460543508
132,DS  bottomland,2002,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,225,252,133.16,8.353211043
133,DS  bottomland,2003,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,0,0,92.45,5.79937181
134,DS  bottomland,2003,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,45,50.4,139.65,8.760564635
135,DS  bottomland,2003,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,90,100.8,155.79,9.772543238
136,DS  bottomland,2003,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,135,151.2,182.2,11.42951333
137,DS  bottomland,2003,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,180,201.6,189.53,11.88902743
138,DS  bottomland,2003,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,225,252,194.83,12.22148159
139,DS  bottomland,2004,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,0,0,50.51,3.168785035
140,DS  bottomland,2004,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,45,50.4,164.07,10.2919013
141,DS  bottomland,2004,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,90,100.8,153.26,9.614004234
142,DS  bottomland,2004,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,135,151.2,158.55,9.945827692
143,DS  bottomland,2004,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,180,201.6,199.58,12.51972974
144,DS  bottomland,2004,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,225,252,194.31,12.18924747
145,DS  bottomland,2005,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,0,0,55.61,3.488141841
146,DS  bottomland,2005,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,45,50.4,111.24,6.978353778
147,DS  bottomland,2005,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,90,100.8,188.91,11.85008768
148,DS  bottomland,2005,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,135,151.2,203.86,12.78835835
149,DS  bottomland,2005,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,180,201.6,217.25,13.62833086
150,DS  bottomland,2005,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,225,252,222.91,13.98319537
151,DS  bottomland,2006,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,0,0,128.71,8.074249651
152,DS  bottomland,2006,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,45,50.4,151.66,9.51357746
153,DS  bottomland,2006,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,90,100.8,176.97,11.10154438
154,DS  bottomland,2006,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,135,151.2,193.63,12.14634654
155,DS  bottomland,2006,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,180,201.6,193.86,12.16074311
156,DS  bottomland,2006,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,225,252,186.44,11.6953167
157,DS  bottomland,2007,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,0,0,90.12,5.653508508
158,DS  bottomland,2007,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,45,50.4,124.96,7.839042921
159,DS  bottomland,2007,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,90,100.8,160.75,10.08359073
160,DS  bottomland,2007,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,135,151.2,172.71,10.83428254
161,DS  bottomland,2007,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,180,201.6,184.22,11.5563694
162,DS  bottomland,2007,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,225,252,194.32,12.18959898
163,DS upland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,0,0,72.6,4.554209524
164,DS upland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,45,50.4,84.3,5.288152381
165,DS upland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,90,100.8,81.1,5.087415873
166,DS upland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,135,151.2,85.8,5.382247619
167,DS upland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,180,201.6,87.1,5.463796825
168,DS upland,1999,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,225,252,72.4,4.541663492
169,DS upland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,0,0,65.71,4.12216447
170,DS upland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,45,50.4,75.27,4.721686809
171,DS upland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,90,100.8,75.32,4.724984979
172,DS upland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,135,151.2,80.16,5.028544039
173,DS upland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,180,201.6,70.21,4.404129978
174,DS upland,2000,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,225,252,70.33,4.411781276
175,DS upland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,0,0,124.91,7.835651415
176,DS upland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,45,50.4,151.35,9.493921153
177,DS upland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,90,100.8,166.66,10.45483258
178,DS upland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,135,151.2,172.54,10.82371577
179,DS upland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,180,201.6,185.66,11.64671281
180,DS upland,2001,Southern Illinois,Corn_Soybean,37.4388,-88.6678,160.6,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,225,252,180.77,11.33982708
