ID,NAME,DATE,Regions,Crop_Type,LATITUDE,LONGITUDE,ELEVATION,Map_unit_code,Soil pH,SOM,ECE,AWC,HC,PRCP_In,TAVG_F,TMAX_F,TMIN_F,Max_WS_Mph,Avg_WS_Mph,TSR_MJ/MM,Avg_TSR_MJ/MM,Max_RH_Prct,Min_RH_Prct,Avg_DewP_F,Total_Eva_In,Avg_Tot_Evap_in,Avg_4inST_F,Avg_8inST_F,HTDD Heating degree days,CLDD cooling degree day,Nrate_lbac,Nrate_kgha,Yield_buac,Yield_Mgha
79,DE KALB,2003,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,0,0,73.27,4.596180517
80,DE KALB,2003,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,45,50.4,132.49,8.311425794
81,DE KALB,2003,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,90,100.8,164.75,10.33510636
82,DE KALB,2003,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,135,151.2,170.51,10.69623862
83,DE KALB,2003,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,180,201.6,173.65,10.89291736
84,DE KALB,2003,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.356666667,62.1,72.28333333,51.9,43.7,7.5,565.915,18.45833333,98.56666667,29.55,56.43333333,4.861666667,0.158333333,65.66666667,64.38333333,201.1666667,112.8333333,225,252,180.53,11.32467104
85,DE KALB,2004,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,0,0,82.75,5.190885841
86,DE KALB,2004,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,45,50.4,112.98,7.087294174
87,DE KALB,2004,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,90,100.8,135.32,8.488487801
88,DE KALB,2004,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,135,151.2,160.24,10.05205065
89,DE KALB,2004,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,180,201.6,185.22,11.61910614
90,DE KALB,2004,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.016666667,63.56666667,74.06666667,53.1,44.76666667,7.166666667,559.4116667,18.27,99.3,28.71666667,56.8,4.73,0.155,64.75,66.38333333,125.3333333,81,225,252,186.76,11.71579089
91,DE KALB,2005,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,0,0,97.12,6.092516503
92,DE KALB,2005,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,45,50.4,107.36,6.734707148
93,DE KALB,2005,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,90,100.8,125.05,7.844716265
94,DE KALB,2005,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,135,151.2,139.53,8.752713234
95,DE KALB,2005,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,180,201.6,182.5,11.44852627
96,DE KALB,2005,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,2.153333333,66.91666667,77.8,56.08333333,40.61666667,6.666666667,585.7916667,19.10833333,98.23333333,22.86666667,54.48333333,5.108333333,0.166666667,65.6,70.45,117.1666667,175,225,252,174.38,10.93877327
97,DE KALB,2006,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,0,0,94.71,5.941330159
98,DE KALB,2006,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,45,50.4,141.4,8.869887619
99,DE KALB,2006,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,90,100.8,171.65,10.76778857
100,DE KALB,2006,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,135,151.2,183.86,11.53356698
101,DE KALB,2006,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,180,201.6,197.87,12.41225968
102,DE KALB,2006,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,3.245,63.9,73.6,54.21666667,36.4,6.75,538.97,17.58,96.83333333,24.46666667,53.81666667,4.606666667,0.153333333,64.48333333,68.56666667,164.1666667,130.5,225,252,204.13,12.80479365
103,DE KALB,2007,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,0,0,102.68,6.441022921
104,DE KALB,2007,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,45,50.4,140.44,8.80980781
105,DE KALB,2007,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,90,100.8,174.48,10.94544038
106,DE KALB,2007,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,135,151.2,184.96,11.60239765
107,DE KALB,2007,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,180,201.6,199.07,12.48750451
108,DE KALB,2007,Nothern/Central Illinois,Corn_Corn,41.93417,-88.77556,267.6,1,6.15,4.77,0,0.2,9.1,4.92,67.38333333,78,56.71666667,38.7,7.1,567.1966667,18.50833333,96.26666667,23.83333333,55.13333333,4.97,0.163333333,66.88333333,68.65,81.66666667,154,225,252,195.09,12.23786984
109,DS  bottomland,1999,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,0,0,66.2,4.152736526
110,DS  bottomland,1999,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,45,50.4,107.3,6.730946061
111,DS  bottomland,1999,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,90,100.8,150.4,9.434615914
112,DS  bottomland,1999,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,135,151.2,165.3,10.36929528
113,DS  bottomland,1999,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,180,201.6,148.5,9.315428612
114,DS  bottomland,1999,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.705,72.81666667,86.26666667,59.38333333,29.18333333,3.183333333,656.6366667,21.53666667,98.35,28.88333333,60.05,5.731666667,0.186666667,74.6,71.98333333,40.16666667,279.6666667,225,252,168.3,10.55748576
115,DS  bottomland,2000,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,0,0,42.84,2.687360012
116,DS  bottomland,2000,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,45,50.4,70.41,4.416830495
117,DS  bottomland,2000,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,90,100.8,108.62,6.813749871
118,DS  bottomland,2000,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,135,151.2,116.16,7.286735269
119,DS  bottomland,2000,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,180,201.6,100.92,6.330727646
120,DS  bottomland,2000,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.416666667,72.75,83.96666667,61.5,29.41666667,3.033333333,603.1933333,19.67666667,98.93333333,31.3,62.31666667,5.303333333,0.171666667,75.48333333,67.55,34.83333333,270.1666667,225,252,119.33,7.485589873
121,DS  bottomland,2001,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,0,0,69.22,4.341913435
122,DS  bottomland,2001,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,45,50.4,105.62,6.625469564
123,DS  bottomland,2001,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,90,100.8,126.5,7.935239465
124,DS  bottomland,2001,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,135,151.2,132.72,8.325614263
125,DS  bottomland,2001,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,180,201.6,147,9.221212555
126,DS  bottomland,2001,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.793333333,72.5,83.45,60.96666667,35.78333333,3.133333333,632.7133333,20.645,93.93333333,27.7,61.23333333,5.108333333,0.181666667,75.8,72.36666667,50.33333333,243.8333333,225,252,142.08,8.912808698
127,DS  bottomland,2002,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,0,0,74.03,4.643637721
128,DS  bottomland,2002,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,45,50.4,103.86,6.514970452
129,DS  bottomland,2002,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,90,100.8,123.23,7.730023396
130,DS  bottomland,2002,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,135,151.2,117.92,7.39740827
131,DS  bottomland,2002,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,180,201.6,139.52,8.751945047
132,DS  bottomland,2002,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,4.563333333,74.21666667,85.21666667,63.18333333,28.1,2.9,592.025,19.32333333,95.65,33.16666667,55.21666667,5.231666667,0.171666667,76.98333333,73.63333333,47.83333333,330.6666667,225,252,131.39,8.241817811
133,DS  bottomland,2003,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,0,0,56.59,3.550134936
134,DS  bottomland,2003,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,45,50.4,106.37,6.672469759
135,DS  bottomland,2003,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,90,100.8,130.06,8.15874721
136,DS  bottomland,2003,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,135,151.2,150.36,9.432232168
137,DS  bottomland,2003,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,180,201.6,160.26,10.05341625
138,DS  bottomland,2003,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.281666667,66.13333333,77.48333333,54.73333333,27.21666667,2.933333333,603.8633333,19.7,97.43333333,34.28333333,61.36666667,5.198333333,0.17,73.98333333,71.5,88,119.3333333,225,252,172.55,10.82380665
139,DS  bottomland,2004,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,0,0,36.62,2.297067392
140,DS  bottomland,2004,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,45,50.4,109.63,6.876989288
141,DS  bottomland,2004,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,90,100.8,129.53,8.125730372
142,DS  bottomland,2004,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,135,151.2,121.66,7.631585659
143,DS  bottomland,2004,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,180,201.6,147.84,9.274217499
144,DS  bottomland,2004,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,2.901666667,71.38333333,83.23333333,59.51666667,30.95,3.1,596.595,19.47166667,97.45,30.85,62.1,5.183333333,0.168333333,72.93333333,72.66666667,24.5,213.1666667,225,252,169.56,10.6368014
145,DS  bottomland,2005,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,0,0,35.97,2.256513597
146,DS  bottomland,2005,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,45,50.4,105.98,6.64795406
147,DS  bottomland,2005,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,90,100.8,176.6,11.07809903
148,DS  bottomland,2005,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,135,151.2,193.04,12.10913193
149,DS  bottomland,2005,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,180,201.6,216.76,13.59716971
150,DS  bottomland,2005,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.196666667,72.86666667,84.65,61.03333333,28.58333333,2.65,632.9833333,20.645,97.96666667,28.01666667,61.13333333,5.593333333,1.231666667,74.15,74.75,51.33333333,272.3333333,225,252,222.94,13.98495187
151,DS  bottomland,2006,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,0,0,55.07,3.454534174
152,DS  bottomland,2006,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,45,50.4,95.82,6.010662693
153,DS  bottomland,2006,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,90,100.8,143.78,9.019107023
154,DS  bottomland,2006,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,135,151.2,162.17,10.17285579
155,DS  bottomland,2006,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,180,201.6,180.75,11.33852329
156,DS  bottomland,2006,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,5.598333333,70.43333333,81.7,59.18333333,32.9,2.983333333,599.445,19.55666667,96.21666667,28.16666667,59.63333333,5.246666667,0.173333333,72.3,74.05,69.83333333,236.6666667,225,252,190.81,11.9694005
157,DS  bottomland,2007,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,0,0,28.03,1.758514547
158,DS  bottomland,2007,Southern Illinois,Corn_Corn,37.4388,-88.6678,160.6,5,5.4,1.08,0,0.22,9.17,3.778333333,74.71666667,86.65,62.78333333,30.5,2.8,651.915,21.255,99.98333333,26.83333333,61.73333333,5.863333333,0.19,75.13333333,75.85,34,327.5,45,50.4,77.17,4.841105926
